1.614518147684605720e-01 , 3.198773831611503166e-02 , 2.924634810263645690e+00 , 2.720922671966862216e-01 , 1.971682977068791032e-01 , 1.858168516404157700e+00 , 0.000000000000000000e+00 , 3.975000000000000200e-01 , -2.213480984637578786e+01 , 1.230164929340467506e+00 , 8.015005692056795805e-01 , -1.223471197119689213e+00 , 9.690190910007388456e-03 , 4.992821705804427190e-01 , -2.280818690638535817e-01 , 1.063229432312308292e-01 , 9.980250170182269898e-02 , -3.008123322208721140e-01 , 1.694490672228720074e-01 , -1.841631184302628399e-01 , 5.038586926373993247e-02 , 4.809819413360454272e-03 , 3.771163112796140603e-03 , 2.637655745142251582e-02 , 3.397481540162636260e-02 , 2.477714624796918327e-02 , 1.154684866683383833e-02 , 2.359849698163135178e-03 , 1.654432960562741712e-03 , 6.890424252847047147e-03 , 9.236906400644003673e-03 , 2.529555690032164825e-03 , 2.259045256056883919e-03 , 1.070370452145232194e-02
1.501877346683354320e-01 , 3.746555426792224502e-02 , 3.058372326737547997e+00 , 2.666118862064392747e-01 , 1.941095696904064083e-01 , 1.793429143822154792e+00 , 1.761229812929565467e-03 , 3.750000000000000000e-01 , -2.210322109053731410e+01 , 1.087397265677480185e+00 , 7.861530418618853933e-01 , -9.565978281972544739e-01 , 4.208555505245794963e-03 , 4.589370833926817994e-01 , -2.384720928777548377e-01 , 1.718106703518854361e-01 , 2.312399928190933540e-01 , -3.133553128851259140e-01 , 2.219517500249680308e-01 , -1.605021804377425865e-01 , 5.253448392885772672e-02 , 1.614021202763390485e-03 , 5.221010336658301818e-03 , 4.027665595766021650e-02 , 4.632598908796202453e-02 , 3.200117079306787765e-02 , 4.018001566075738579e-03 , 5.021514117193715161e-03 , 2.427799439274388581e-03 , 4.419565312071257156e-03 , 1.383502258182165573e-02 , 5.477612816792824108e-03 , 1.260055307041081738e-03 , 1.561989544722086620e-02
9.011264080100124529e-02 , 1.804337019845179274e-02 , 2.627426651471276298e+00 , 2.342527743045951794e-01 , 1.986938794143603970e-01 , 1.402313605018238762e+00 , 2.585518598120182046e-03 , 3.549999999999999822e-01 , -2.310490751306818780e+01 , 1.632445216594245352e+00 , 1.030103929714541788e+00 , -6.156193150795398195e-01 , -1.128336439359528820e-01 , 3.884582682428138756e-01 , -1.834244982921202638e-01 , 8.425325247976561682e-02 , 2.209504170805327294e-01 , -2.565145879859093148e-01 , 2.473901342057759356e-01 , -3.054977535980964443e-01 , -3.570592531902406358e-02 , 4.323566885195478590e-03 , 4.614056713245351729e-03 , 2.239595069008844599e-02 , 5.148698056473203361e-02 , 5.654796389822061564e-02 , 2.257498176080657577e-03 , 2.209454865009196495e-02 , 2.980236768614871225e-03 , 2.396110000683727287e-03 , 1.503793804070163199e-02 , 1.781339934636113828e-02 , 2.382114699210910371e-03 , 1.818406133547410472e-02
3.379224030037546872e-02 , 2.713474622863832134e-03 , 2.348813739472731310e+00 , 1.846584000860811980e-01 , 2.220041748650182500e-01 , 4.761428542608320269e-01 , 4.616649717226238049e-03 , 6.500000000000000222e-02 , -2.607941620430880292e+01 , 2.697925953246902875e+00 , 9.043440442642289856e-01 , -2.096701529068745185e-01 , 6.337713760186398926e-02 , -1.844525411514446938e-03 , 5.843853872391585602e-02 , 9.250444240725760880e-02 , -3.410598062389999519e-02 , -3.179598706565565647e-01 , 1.124060638344455132e-01 , -1.126373286558071257e-01 , 2.292936487874474294e-01 , 1.495191257140823272e-02 , 2.727630595830456139e-03 , 2.661189542587949486e-02 , 5.110586212430754532e-02 , 7.798854875229514760e-02 , 3.817762596536637514e-03 , 3.641439943889864667e-02 , 6.111213060913333293e-04 , 7.548888966251637855e-03 , 1.455080422530667834e-02 , 1.899888622853502032e-02 , 8.098444124072394284e-04 , 2.261506493435680443e-02
8.010012515644555908e-02 , 2.748950412705208988e-04 , 2.300574888799300055e+00 , 1.509377807756189238e-01 , 2.354958056916872655e-01 , 1.333269226489100789e-01 , 1.167012423563016689e-02 , 2.999999999999999889e-02 , -3.138250513895995297e+01 , 3.044532260147837288e+00 , 1.520420640756063646e+00 , 5.767178145408468071e-01 , -1.138858257239424264e-02 , -2.529906839251601369e-02 , 8.233323083161782352e-02 , 5.701259989262861261e-01 , -2.096421770709168964e-01 , 4.960721061230118356e-01 , 8.386706887000960897e-02 , -5.704002448809166598e-02 , -4.267557181491777873e-01 , 3.203561235274635880e-03 , 5.439285639389805291e-04 , 3.801989523204492294e-02 , 1.641205983344412242e-02 , 1.202748497517121817e-01 , 2.598731134587329086e-03 , 5.673665772654733902e-02 , 6.520065480843387424e-05 , 2.982681443991393720e-04 , 8.750063261702604664e-03 , 1.647410744169671218e-02 , 1.593644369717078747e-03 , 3.405517536888741370e-02
1.451814768460575611e-01 , 1.177222708263374394e-04 , 9.055094461000959827e-01 , 2.950264888981528055e-01 , 2.028946065278307287e-01 , 2.474847648452445092e+00 , 2.967122692655437335e-02 , 4.324999999999999956e-01 , -2.875403975231218823e+01 , 1.921666036279978951e-01 , 1.094635923697570012e-01 , 2.327078658790300569e-01 , -2.693042795113236021e-02 , 1.441867747791162647e-02 , -9.210058635961029805e-02 , -1.302593966978684431e-02 , -4.976254421598357014e-02 , 3.080990990753765951e-02 , -1.984583789203676896e-02 , -1.676181229867864872e-02 , -7.652886551131361792e-02 , 8.458573338026287997e-03 , 4.036357010522494300e-03 , 1.007601537185032203e-02 , 6.864401795431696214e-03 , 1.010524477992856725e-02 , 4.100486613143658650e-03 , 1.568922933283156337e-02 , 4.334537998504051429e-03 , 6.091682626137038224e-03 , 8.795891275142016935e-03 , 8.591792755940788270e-03 , 5.211226032463995260e-03 , 3.227666764718678701e-03
2.703379224030037498e-01 , 1.533289737688291491e-03 , 2.492667741251128444e+00 , 3.858021498473103716e-01 , 2.414909834378585196e-01 , 2.263653491687462882e+00 , 2.949187484297371119e-03 , 4.799999999999999822e-01 , -2.703574221177579417e+01 , 6.131983235623015283e-01 , 6.127389053492616755e-01 , -8.365903751494098151e-01 , -1.598700587870310885e-02 , -1.783598949813124668e-01 , 4.516267851647202680e-01 , 4.898477901007984303e-01 , 5.267095246098387751e-01 , 2.833029415174200816e-01 , -3.039577800910573443e-03 , 2.292159623618521616e-03 , -1.608988943670306149e-01 , 8.330952298312634119e-03 , 6.751934675583958802e-03 , 9.950625172057737250e-03 , 2.564782751538441982e-03 , 3.381427592902673356e-03 , 1.291274017764703578e-03 , 1.088280722721618118e-02 , 6.571582252408219617e-03 , 5.139359346930307427e-04 , 3.610724458251932546e-03 , 1.166460761111214051e-02 , 8.374115753707498874e-03 , 3.649622008178094856e-03
3.229036295369211440e-01 , 1.617102000781145367e-03 , 2.753409043505181231e+00 , 3.865813549140827976e-01 , 2.424099978006294120e-01 , 2.209275718893907836e+00 , 4.163884144041914755e-04 , 4.774999999999999800e-01 , -2.713725336050802994e+01 , 9.643208619595675657e-01 , 1.028538484794703223e+00 , -1.030821631233372448e+00 , 4.433908969678290041e-02 , -1.005374979800410795e-01 , 1.805327664195854609e-01 , 4.231392678534339757e-01 , 5.426462541691746688e-01 , 2.661663234274977974e-01 , -5.143387130953102487e-02 , 7.703267239375731490e-02 , -2.268729738623887771e-01 , 9.861614752896376637e-03 , 5.439257176947869844e-03 , 1.342846508464112451e-02 , 3.131060257408026931e-03 , 4.047817399585163130e-03 , 3.063732093731278382e-03 , 1.121192167030443144e-02 , 5.608564033061115388e-03 , 1.454568254988279456e-03 , 2.743572353084084651e-03 , 8.889043065472067989e-03 , 6.892026270135733976e-03 , 3.624126980374321738e-03
1.501877346683354320e-01 , 4.171862811609262575e-03 , 2.162957203029411080e+00 , 1.570201217567662733e-01 , 1.843683362237802936e-01 , 4.529768158039934045e-01 , 1.530296508583992542e-02 , 5.999999999999999778e-02 , -2.583824476309058937e+01 , 2.364922761199331536e+00 , 7.206744706395641353e-01 , -2.779502542994570155e-02 , -5.103432883370513373e-01 , 3.084869121124370617e-01 , -7.775216731129241943e-02 , 3.369441116511245893e-01 , 2.957757217389960225e-01 , 1.910998071880909421e-01 , -2.530646202737422135e-01 , 1.052050893243517277e-01 , -1.571292814244581171e-01 , 7.211327723318699222e-03 , 1.498380902382836014e-02 , 2.105206926481381982e-02 , 3.652831161141090535e-03 , 1.553502618997179736e-02 , 1.847459127866530812e-02 , 8.823527642491013623e-02 , 6.812366610697343210e-04 , 1.139843637429029111e-02 , 3.908080918945901205e-02 , 9.128924649882652967e-03 , 9.018172738522192916e-04 , 2.313327701497763095e-02
5.006257822277847269e-02 , 1.159031530758294556e-02 , 3.061473277281467009e+00 , 9.954077130966743070e-02 , 1.189772681395401960e-01 , 2.249709296994930330e-01 , 9.893384421401469134e-03 , 5.750000000000000250e-02 , -2.591871492765000440e+01 , 3.435168784720354029e+00 , 2.504732117483789988e-01 , 2.703138016144611133e-01 , -1.605399613786865576e+00 , 7.632019311571818232e-01 , -1.467621956256991156e-01 , -5.296064811875748901e-02 , 6.781412501371587576e-01 , -1.274771304817487461e-01 , 4.454319708126086574e-02 , -1.510106184304977894e-01 , -7.823015013558259900e-02 , 5.316617184618834153e-03 , 5.940238247542461297e-02 , 4.175295306685509328e-03 , 8.519017960846302518e-04 , 3.471602136720092126e-03 , 1.117048394275404165e-02 , 9.738821264831570845e-02 , 8.689951144032614786e-05 , 1.480440903826347066e-03 , 3.118661376202478894e-02 , 4.963970523906412018e-03 , 1.327812542005897892e-03 , 2.906033092809870086e-02
